하다/Verb,115
을/Josa,95
있다/Adjective,78
이/Josa,65
를/Josa,50
에/Josa,47
으로/Josa,38
수/Noun,35
되다/Verb,35
가/Josa,30
블랙박스/Noun,26
장기/Noun,24
도/Josa,21
에서/Josa,21
기능/Noun,21
해/Noun,21
로/Josa,20
장착/Noun,20
렌트/Noun,19
3/Number,18
네비게이션/Noun,18
1/Number,18
은/Josa,18
사용/Noun,17
과/Josa,17
차선/Noun,17
이다/Adjective,16
매립/Noun,16
의/Josa,16
화면/Noun,15
보다/Verb,15
댓글/Noun,14
인/Josa,14
요/Josa,13
비/Noun,13
차량/Noun,13
같다/Adjective,13
알림/Noun,12
되어다/Verb,12
없다/Adjective,12
것/Noun,12
해보다/Verb,11
​/Foreign,11
와/Josa,11
알바트로스/Noun,11
많다/Adjective,11
아이나비/Noun,11
는/Josa,11
이탈/Noun,11
좋다/Adjective,11
AR/Alpha,10
영상/Noun,10
중/Suffix,10
까지/Josa,10
네/Determiner,9
주행/Noun,9
파/Noun,9
제품/Noun,9
해드리다/Verb,9
차/Noun,9
경보/Noun,9
배선/Noun,9
카메라/Noun,9
X/Alpha,9
보이다/Verb,9
시/Noun,9
쓰기/Noun,8
저/Noun,8
후방/Noun,8
한/Josa,8
지도/Noun,8
적/Suffix,8
들/Suffix,8
드라이브/Noun,8
이브/Noun,7
유라/Noun,7
주차/Noun,7
이/Noun,7
하나/Noun,7
운전/Noun,7
음/Noun,7
주다/Verb,7
요/Noun,7
표시/Noun,7
빠르다/Adjective,7
마감/Noun,6
때/Noun,6
6/Number,6
미리/Noun,6
시스템/Noun,6
경우/Noun,6
변경/Noun,6
이용/Noun,6
대해/Noun,6
아/Exclamation,6
7/Number,6
에도/Josa,6
확인/Noun,6
|/Punctuation,6
k/Alpha,6
착하다/Adjective,6
BF/Alpha,6
이제/Noun,6
알다/Verb,6
수신/Noun,6
전방/Noun,6
안전하다/Adjective,6
않다/Verb,6
재/Noun,6
많이/Adverb,6
정확하다/Adjective,6
장/Noun,6
대구/Noun,5
도로/Noun,5
뷰/Noun,5
알아보다/Verb,5
사진/Noun,5
통해/Noun,5
설명/Noun,5
해주다/Verb,5
아반떼/Noun,5
비교/Noun,5
에어백/Noun,5
기다/Verb,5
500/Number,5
가다/Verb,5
MD/Alpha,5
크다/Verb,5
아이젠/Noun,5
나오다/Verb,5
포스팅/Noun,5
미니쿠퍼/Noun,5
이나/Josa,5
촬영/Noun,5
문제/Noun,5
늘다/Verb,5
HD/Alpha,5
생각/Noun,5
가장/Noun,5
인/Noun,5
맵/Noun,5
견적/Noun,5
드리다/Verb,5
줍다/Verb,5
더/Noun,5
은/Noun,5
카/Noun,5
물론/Noun,5
화질/Noun,5
GPS/Alpha,5
